Row #,Species,Count,Location,S/P,Date,LocID,SubID
1375,Hooded Antpitta,1,Parque Regional Ucumari--El Cedral,CO-RIS,06 Jul 2019,L2638098,S58069358
1376,Slate-crowned Antpitta,1,"Riosucio - Jardin, Caldas, CO (5,501, -75,779)",CO-CAL,02 Jul 2019,L9577851,S57893439
1377,Ocellated Tapaculo,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928062
1378,Spotted Bamboowren,1,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1379,Slaty Bristlefront,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1380,Ash-colored Tapaculo,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928056
1381,White-breasted Tapaculo,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
1382,Blackish Tapaculo,1,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57893472
1383,Trilling Tapaculo,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
1384,Mouse-colored Tapaculo,1,PE Intervales,BR-SP,14 Nov 2019,L972187,S72091441
1385,Rufous-vented Tapaculo,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
1386,Choco Tapaculo,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
1387,Tatama Tapaculo,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
1388,Nariño Tapaculo,1,Camino Montezuma--Los Cajones,CO-RIS,08 Jul 2019,L5718946,S58172309
1389,Spillmann's Tapaculo,1,"Riosucio - Jardin, Caldas, CO (5,501, -75,779)",CO-CAL,02 Jul 2019,L9577851,S57893439
1390,Paramo Tapaculo,1,"Vía al Parque Nacional Los Nevados, Caldas, CO (4,98, -75,335)",CO-CAL,05 Jul 2019,L9125709,S57947822
1391,Rufous-capped Antthrush,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
1392,Black-faced Antthrush,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1393,Black-headed Antthrush,1,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
1394,Rufous-breasted Antthrush,1,Camino Montezuma--sector Rio Claro,CO-RIS,09 Jul 2019,L5798963,S58172259
1395,Short-tailed Antthrush,2,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1396,Such's Antthrush,1,Tapiraí--Estrada para o Legado das Águas,BR-SP,15 Nov 2019,L7783590,S61613845
1397,Rufous-tailed Antthrush,2,Campos do Jordão--Pico do Imbiri,BR-SP,18 Nov 2019,L3686382,S62213686
1398,Scaly-throated Leaftosser,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1399,Gray-throated Leaftosser,2,Asa Wright Nature Centre,TT-TUP,11 Oct 2017,L295164,S58111558
1400,Rufous-breasted Leaftosser,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1401,Coastal Miner,3,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
1402,Olivaceous Woodcreeper,2,Tobago Forest Reserve--Gilpin Trace,TT-ETO,14 Oct 2017,L811483,S57748254
1403,Tyrannine Woodcreeper,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
1404,Plain-brown Woodcreeper,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1405,Plain-winged Woodcreeper,1,PE Carlos Botelho--Mirante,BR-SP,11 Nov 2019,L4108252,S61861328
1406,Wedge-billed Woodcreeper,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
1407,Cinnamon-throated Woodcreeper,,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
1408,Long-billed Woodcreeper,2,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1409,Northern Barred-Woodcreeper,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1410,Amazonian Barred-Woodcreeper,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1411,Planalto Woodcreeper,1,Parque Estadual dos Três Pico--Trilha Theodoro,BR-RJ,26 Nov 2019,L10207240,S61861322
1412,Strong-billed Woodcreeper,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1413,White-throated Woodcreeper,2,Trilha dos Tucanos,BR-SP,16 Nov 2019,L3007221,S70570359
1414,Striped Woodcreeper,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
1415,Lesser Woodcreeper,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
1416,Ocellated Woodcreeper,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
1417,Elegant Woodcreeper,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1418,Cocoa Woodcreeper,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1419,Buff-throated Woodcreeper,2,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1420,Black-striped Woodcreeper,1,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
1421,Spotted Woodcreeper,2,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092148
1422,Straight-billed Woodcreeper,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1423,Zimmer's Woodcreeper,2,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1424,Black-billed Scythebill,1,RJ 139--Pirai a Passa Três,BR-RJ,23 Nov 2019,L6476557,S70570321
1425,Streak-headed Woodcreeper,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
1426,Montane Woodcreeper,2,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1427,Scaled Woodcreeper,1,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
1428,Scalloped Woodcreeper,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1429,Guianan Woodcreeper,1,RN Tucuxira,CO-AMA,28 Jun 2018,L5868149,S64937517
1430,Slender-billed Xenops,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
1431,Plain Xenops,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1432,Streaked Xenops,1,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
1433,Point-tailed Palmcreeper,1,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
1434,Buffy Tuftedcheek,1,Camino Montezuma--Los Cajones,CO-RIS,07 Jul 2019,L5718946,S58038187
1435,Streaked Tuftedcheek,,Kuelap Ruins area,PE-AMA,09 Oct 2012,L9694444,S64937213
1436,Wing-banded Hornero,2,Paraty--Mangue Terra Nova,BR-RJ,20 Nov 2019,L6277629,S70570326
1437,Pale-legged Hornero,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
1438,Pale-billed Hornero,1,RN Tucuxira,CO-AMA,28 Jun 2018,L5868149,S64937517
1439,Rufous Hornero,2,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
1440,Sharp-tailed Streamcreeper,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1441,Wren-like Rushbird,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
1442,Stout-billed Cinclodes,2,"Laguna Negra Parque Nacional Los Nevados, Caldas, CO (4,98, -75,335)",CO-CAL,05 Jul 2019,L9194305,S57947819
1443,White-winged Cinclodes,4,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
1444,Surf Cinclodes,1,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
1445,White-collared Foliage-gleaner,2,PE Carlos Botelho--Mirante,BR-SP,11 Nov 2019,L4108252,S61861328
1446,Pale-browed Treehunter,1,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1447,Sharp-billed Treehunter,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1448,Black-capped Foliage-gleaner,2,Guaraú--Serra do Itatins,BR-SP,10 Nov 2019,L6264872,S72091473
1449,Buff-fronted Foliage-gleaner,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
1450,Cinnamon-rumped Foliage-gleaner,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
1451,Scaly-throated Foliage-gleaner,1,Camino Montezuma--Los Cajones,CO-RIS,08 Jul 2019,L5718946,S58172309
1452,Montane Foliage-gleaner,1,Parque Regional Ucumari--El Cedral,CO-RIS,06 Jul 2019,L2638098,S58069358
1453,Rufous-tailed Foliage-gleaner,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1454,White-browed Foliage-gleaner,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1455,Ochre-breasted Foliage-gleaner,1,PE Intervales,BR-SP,14 Nov 2019,L972187,S72091441
1456,Buff-browed Foliage-gleaner,1,PE Intervales,BR-SP,14 Nov 2019,L972187,S72091441
1457,Ruddy Foliage-gleaner,1,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,09 Jul 2019,L8012829,S58369124
1458,Uniform Treehunter,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
1459,Streak-capped Treehunter,1,Camino Montezuma--Los Cajones,CO-RIS,08 Jul 2019,L5718946,S58172309
1460,Buff-throated Foliage-gleaner,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092148
1461,Olive-backed Foliage-gleaner,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
1462,White-eyed Foliage-gleaner,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1463,Spotted Barbtail,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
1464,Fulvous-dotted Treerunner,1,Cerro Montezuma--Los Chorros,CO-RIS,07 Jul 2019,L6109719,S58038180
1465,Pearled Treerunner,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
1466,Andean Tit-Spinetail,2,"Vía al Parque Nacional Los Nevados, Caldas, CO (4,98, -75,335)",CO-CAL,05 Jul 2019,L9125709,S57947822
1467,Araucaria Tit-Spinetail,4,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
1468,Rufous-fronted Thornbird,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
1469,Chestnut-backed Thornbird,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
1470,Orange-eyed Thornbird,2,Parque Mambucaba--Estrada do Chapeu do Sol,BR-RJ,19 Nov 2019,L10125533,S61749420
1471,Orange-breasted Thornbird,4,São José dos Campos--Sitio São José,BR-SP,17 Nov 2019,L7278422,S62213819
1472,Firewood-gatherer,3,Itatiaia--snipe valley farm,BR-RJ,22 Nov 2019,L972134,S70570328
1473,Many-striped Canastero,1,"Vía al Parque Nacional Los Nevados, Caldas, CO (4,946, -75,353)",CO-CAL,05 Jul 2019,L9605186,S58011954
1474,Itatiaia Spinetail,8,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
1475,White-chinned Thistletail,1,PNN Los Nevados--Centro de Visitantes Brisas,CO-TOL,05 Jul 2019,L5069164,S58011929
1476,Double-banded Graytail,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
1477,Orinoco Softtail,2,Río Inírida--Inírida,CO-GUA,09 Jul 2018,L2613195,S72092121
1478,Rusty-backed Spinetail,4,Río Inírida--Inírida,CO-GUA,06 Jul 2018,L2613195,S71791573
1479,Pallid Spinetail,1,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
1480,Red-faced Spinetail,1,"Finca Alejandría ""El Paraiso de Los Colibries""",CO-VAC,01 Jul 2018,L2057859,S72092174
1481,Line-cheeked Spinetail,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1482,Speckled Spinetail,1,Río Inírida--Inírida,CO-GUA,09 Jul 2018,L2613195,S72092121
1483,Yellow-chinned Spinetail,5,Río Inírida--Inírida,CO-GUA,06 Jul 2018,L2613195,S71791573
1484,White-bellied Spinetail,1,RN Tucuxira,CO-AMA,28 Jun 2018,L5868149,S64937517
1485,Gray-bellied Spinetail,1,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
1486,Plain-crowned Spinetail,1,Río Inírida--Inírida,CO-GUA,06 Jul 2018,L2613195,S71791573
1487,Great Spinetail,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
1488,Necklaced Spinetail,,Jaen west to Olmos,PE-CAJ,16 Oct 2012,L9695402,S64937173
1489,Slaty Spinetail,2,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,09 Jul 2019,L8012829,S58369124
1490,Rufous-capped Spinetail,2,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
1491,Spix's Spinetail,2,São José dos Campos--Sitio São José,BR-SP,17 Nov 2019,L7278422,S62213819
1492,Dark-breasted Spinetail,1,Rio Amazonas--Isla Ronda,CO-AMA,29 Jun 2018,L465437,S64937512
1493,Pale-breasted Spinetail,1,RN Laguna de Sonso,CO-VAC,05 Jul 2018,L465353,S72092136
1494,Azara's Spinetail,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
1495,Rufous Spinetail,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
1496,Stripe-breasted Spinetail,1,Tobago Forest Reserve--Gilpin Trace,TT-ETO,14 Oct 2017,L811483,S57748254
1497,Dwarf Tyrant-Manakin,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1498,Serra do Mar Tyrant-Manakin,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1499,Blue-backed Manakin,4,Cuffie River Nature Retreat,TT-WTO,13 Oct 2017,L470121,S58111614
1500,Swallow-tailed Manakin,4,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1501,Pin-tailed Manakin,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1502,Golden-winged Manakin,1,Camino Montezuma--La Clarita,CO-RIS,08 Jul 2019,L5041374,S58172293
1503,Black Manakin,1,Caño Culebra Trail,CO-GUA,07 Jul 2018,L7562069,S72092128
1504,Blue-crowned Manakin,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1505,Yellow-crowned Manakin,1,Río Inírida--Inírida,CO-GUA,09 Jul 2018,L2613195,S72092121
1506,Golden-collared Manakin,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1507,White-bearded Manakin,1,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
1508,Wire-tailed Manakin,2,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1509,Club-winged Manakin,2,Camino Montezuma--Los Cajones,CO-RIS,08 Jul 2019,L5718946,S58172309
1510,Striolated Manakin,2,"Striolated And Sooty Spot, Antioquia, CO (5,928, -74,869)",CO-ANT,01 Jul 2019,L9577892,S57893465
1511,Fiery-capped Manakin,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
1512,White-crowned Manakin,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1513,Red-capped Manakin,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1514,Golden-headed Manakin,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
1515,Red-headed Manakin,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1516,Hooded Berryeater,1,"Parque Estadual Carlos Botelho--(-24.125, -47.991)",BR-SP,11 Nov 2019,L10216863,S61861331
1517,Black-headed Berryeater,2,Tapiraí--Estrada para o Legado das Águas,BR-SP,15 Nov 2019,L7783590,S61613845
1518,Green-and-black Fruiteater,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
1519,Orange-breasted Fruiteater,1,Camino Montezuma--Los Cajones,CO-RIS,07 Jul 2019,L5718946,S58038187
1520,Peruvian Plantcutter,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
1521,Swallow-tailed Cotinga,4,Pico da Caledônia,BR-RJ,26 Nov 2019,L3042326,S62345554
1522,Red-crested Cotinga,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
1523,Andean Cock-of-the-rock,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
1524,Olivaceous Piha,1,Camino Montezuma--Los Cajones,CO-RIS,08 Jul 2019,L5718946,S58172309
1525,Purple-throated Fruitcrow,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1526,Red-ruffed Fruitcrow,8,Parque Regional Ucumari--El Cedral,CO-RIS,06 Jul 2019,L2638098,S58069358
1527,Amazonian Umbrellabird,3,Rio Amazonas--Isla Ronda,CO-AMA,30 Jun 2018,L465437,S64937510
1528,Blue Cotinga,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1529,Plum-throated Cotinga,1,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
1530,Spangled Cotinga,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1531,Rufous Piha,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
1532,Screaming Piha,,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1533,Cinnamon-vented Piha,1,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1534,Black-and-gold Cotinga,4,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
1535,Gray-winged Cotinga,2,Pico da Caledônia,BR-RJ,26 Nov 2019,L3042326,S62345554
1536,Bearded Bellbird,3,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
1537,Bare-throated Bellbird,1,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
1538,Black-tipped Cotinga,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092148
1539,Pompadour Cotinga,1,Caño Culebra Trail,CO-GUA,08 Jul 2018,L7562069,S72092127
1540,Bare-necked Fruitcrow,1,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
1541,Black-tailed Tityra,2,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1542,Black-crowned Tityra,,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
1543,Masked Tityra,,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
1544,Varzea Schiffornis,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1545,Russet-winged Schiffornis,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1546,Brown-winged Schiffornis,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1547,Greenish Schiffornis,1,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
1548,Speckled Mourner,1,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1549,White-browed Purpletuft,2,Caño Culebra Trail,CO-GUA,07 Jul 2018,L7562069,S72092128
1550,Buff-throated Purpletuft,1,Tapiraí--Estrada para o Legado das Águas,BR-SP,15 Nov 2019,L7783590,S61613845
1551,Shrike-like Cotinga,1,Parque Estadual dos Três Pico--Trilha Theodoro,BR-RJ,26 Nov 2019,L10207240,S61861322
1552,Green-backed Becard,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1553,Barred Becard,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
1554,Cinereous Becard,2,RN San Cipriano-Escalerete,CO-VAC,05 Jul 2018,L2711479,S72092144
1555,Cinnamon Becard,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
1556,Chestnut-crowned Becard,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
1557,White-winged Becard,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1558,Black-capped Becard,2,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
1559,Rose-throated Becard,,El Fuerte (pueblo),MX-SIN,06 Jan 2003,L927983,S72501682
1560,One-colored Becard,,Reserva San Francisco,PA-8,07 Nov 2014,L1092612,S64937263
1561,Crested Becard,1,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
1562,Sharpbill,1,PE Carlos Botelho--Mirante,BR-SP,11 Nov 2019,L4108252,S61861328
1563,Royal Flycatcher,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1564,Ruddy-tailed Flycatcher,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1565,Sulphur-rumped Flycatcher,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
1566,Whiskered Flycatcher,1,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
1567,Black-tailed Flycatcher,1,RN Cañon del Río Claro,CO-ANT,30 Jun 2019,L2339182,S57893461
1568,Wing-barred Piprites,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
1569,Black-capped Piprites,3,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
1570,White-throated Spadebill,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1571,Golden-crowned Spadebill,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1572,Many-colored Rush Tyrant,2,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
1573,Streak-necked Flycatcher,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928050
1574,Olive-striped Flycatcher,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
1575,Ochre-bellied Flycatcher,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1576,Gray-hooded Flycatcher,2,Tapiraí--Estrada para o Legado das Águas,BR-SP,15 Nov 2019,L7783590,S61613845
1577,Sepia-capped Flycatcher,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
1578,Slaty-capped Flycatcher,1,Cueva del Condor,CO-ANT,29 Jun 2019,L1252539,S57893455
1579,Rufous-breasted Flycatcher,2,Parque Regional Ucumari--El Cedral,CO-RIS,06 Jul 2019,L2638098,S58069358
1580,Marble-faced Bristle-Tyrant,1,Parque Regional Ucumari--El Cedral,CO-RIS,06 Jul 2019,L2638098,S58069358
1581,Antioquia Bristle-Tyrant,4,RN Cañon del Río Claro,CO-ANT,30 Jun 2019,L2339182,S57893461
1582,Mottle-cheeked Tyrannulet,2,Campos do Jordão--Pico do Imbiri,BR-SP,18 Nov 2019,L3686382,S62213686
1583,Yellow-green Tyrannulet,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1584,Ecuadorian Tyrannulet,1,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
1585,Sao Paulo Tyrannulet,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1586,Oustalet's Tyrannulet,2,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1587,Serra do Mar Tyrannulet,5,Campos do Jordão--Pico do Imbiri,BR-SP,18 Nov 2019,L3686382,S62213686
1588,Bay-ringed Tyrannulet,2,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1589,Rufous-headed Pygmy-Tyrant,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
1590,Ringed Antpipit,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1591,Southern Antpipit,1,"PN do Itatiaia--Parte Baixa (Hotéis Ype, Donati, Simon; 400-800m)",BR-RJ,22 Nov 2019,L805162,S70570325
1592,Eared Pygmy-Tyrant,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1593,Black-capped Pygmy-Tyrant,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
1594,Scale-crested Pygmy-Tyrant,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
1595,Double-banded Pygmy-Tyrant,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
1596,Southern Bentbill,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1597,Drab-breasted Pygmy-Tyrant,2,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
1598,Brown-breasted Pygmy-Tyrant,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1599,Eye-ringed Tody-Tyrant,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
1600,Johannes's Tody-Tyrant,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
1601,Hangnest Tody-Tyrant,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
1602,Black-throated Tody-Tyrant,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
1603,Fork-tailed Pygmy-Tyrant,1,Parque Mambucaba--Estrada do Chapeu do Sol,BR-RJ,19 Nov 2019,L10125533,S61749420
1604,Rufous-crowned Tody-Flycatcher,3,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928050
1605,Johnson's Tody-Flycatcher,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
1606,Ochre-faced Tody-Flycatcher,1,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
1607,Slate-headed Tody-Flycatcher,1,RN Laguna de Sonso,CO-VAC,05 Jul 2018,L465353,S72092136
1608,Spotted Tody-Flycatcher,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
1609,Gray-headed Tody-Flycatcher,1,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
1610,Common Tody-Flycatcher,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
1611,Black-headed Tody-Flycatcher,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
1612,Yellow-browed Tody-Flycatcher,1,Río Inírida--Inírida,CO-GUA,09 Jul 2018,L2613195,S72092121
1613,Brownish Twistwing,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1614,Olivaceous Flatbill,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
1615,Pacific Flatbill,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092148
1616,Yellow-olive Flycatcher,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
1617,Yellow-margined Flycatcher,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
1618,Gray-crowned Flycatcher,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
