Row #,Species,Count,Location,S/P,Date,LocID,SubID
612,Savannah Sparrow,2,San Luis NWR,US-CA,13 Apr 2010,L887670,S6279926
613,Baird's Sparrow,2,US-AZ-Elgin-2598-2716 State Highway 83 -Near Sonoita,US-AZ,13 Dec 2016,L5144504,S32998812
614,Henslow's Sparrow,2,Lickert-Harder Rd.,US-OH,13 May 2015,L1163489,S23528901
615,Song Sparrow,2,392 Navajo Road,US-NM,29 Apr 2009,L714012,S4938521
616,Lincoln's Sparrow,1,392 Navajo Road,US-NM,13 Sep 2010,L714012,S6886474
617,Swamp Sparrow,2,Jekyll Island--Causeway,US-GA,04 Feb 2013,L855751,S12924096
618,Canyon Towhee,,"Los Alamos, 2920 Arizona Avenue",US-NM,11 May 1984,L2575471,S17777312
619,Abert's Towhee,1,"AZ, Clarkdale",US-AZ,04 Mar 2012,L1455118,S10185338
620,California Towhee,2,Jeff's,US-CA,09 Jun 2009,L734998,S5075294
621,Rufous-crowned Sparrow,1,"Los Alamos, Mariposa Court",US-NM,08 Jun 2011,L1229197,S8547612
622,Green-tailed Towhee,4,392 Navajo Road,US-NM,29 Apr 2009,L714012,S4938521
623,Spotted Towhee,,"Los Alamos, 2920 Arizona Avenue",US-NM,11 May 1984,L2575471,S17777312
624,Eastern Towhee,3,Swan Creek WMA,US-AL,04 May 2016,L1020002,S29404170
625,Yellow-breasted Chat,9,Grand Staircase-Escalante NM--Harris Wash,US-UT,16 May 2010,L912884,S6458040
626,Yellow-headed Blackbird,1,Marie's House,US-NM,10 Apr 2010,L893454,S6321111
627,Bobolink,4,Pte. Mouillee SGA,US-MI,12 May 2015,L248057,S23491537
628,Western Meadowlark,25,Jeff's,US-CA,09 Jun 2009,L734998,S5075294
629,Eastern Meadowlark,4,Valles Caldera Staging Area,US-NM,16 Jun 2012,L949531,S11168283
630,Black-cowled Oriole,1,Ejido San Salvador,MX-YUC,03 Nov 2018,L3622236,S50269037
631,Orchard Oriole,1,Magee Marsh--Boardwalk,US-OH,10 May 2015,L275986,S23488471
632,Hooded Oriole,1,Portal,US-AZ,24 Jul 2012,L129060,S11219943
633,Bullock's Oriole,1,392 Navajo Road,US-NM,10 Aug 2009,L714012,S5245227
634,Orange Oriole,1,Ejido San Salvador,MX-YUC,03 Nov 2018,L3622236,S50269037
635,Altamira Oriole,2,Estero Llano Grande SP WBC (LTC 054),US-TX,27 Feb 2014,L259855,S17310428
636,Audubon's Oriole,1,Salineño Wildlife Preserve (LTC 080),US-TX,28 Feb 2014,L129075,S17310463
637,Baltimore Oriole,8,Magee Marsh--Boardwalk,US-OH,09 May 2015,L275986,S23483035
638,Red-winged Blackbird,550,Jeff's,US-CA,09 Jun 2009,L734998,S5075294
639,Tricolored Blackbird,8,Jeff's,US-CA,09 Jun 2009,L734998,S5075294
640,Bronzed Cowbird,1,Cave Creek Canyon--South Fork,US-AZ,23 Jul 2012,L129099,S11220022
641,Brown-headed Cowbird,1,392 Navajo Road,US-NM,04 May 2009,L714012,S4947456
642,Melodious Blackbird,1,Courtyard Marriot Cancún Airport,MX-ROO,02 Nov 2018,L2439034,S49616424
643,Rusty Blackbird,1,"Denali Hwy, Cantwell US-AK (63.3910,-148.6235)",US-AK,14 Jun 2017,L5976457,S37598262
