Row #,Species,Count,Location,S/P,Date,LocID,SubID
153,Gray-backed Tern,2,"Rimatuu and walk around bird island(-17.0282,-149.5519)",PF-WI,25 Oct 2019,L10082127,S60997870
154,Least Tern,2,Crown Memorial SB--Crab Cove area,US-CA,22 Apr 2018,L1124286,S44846778
155,Caspian Tern,4,East Kiawah Island,US-SC,01 Jan 2018,L596901,S41513126
156,Common Tern,1,"(36.6379,-122.0578)",US-CA,07 Sep 2019,L9887080,S59598444
157,Arctic Tern,2,"(36.5578,-122.5501)",US-CA,07 Sep 2019,L9888970,S59598454
158,Forster's Tern,30,East Kiawah Island,US-SC,01 Jan 2018,L596901,S41513126
159,Great Crested Tern,8,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
160,Elegant Tern,2,Half Moon Bay--inshore bay,US-CA,14 Jul 2018,L1247080,S47212915
161,Black Skimmer,19,East Kiawah Island,US-SC,01 Jan 2018,L596901,S41513126
162,White-tailed Tropicbird,2,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
163,Red-throated Loon,1,Natural Bridges SB,US-CA,27 Jan 2018,L200588,S42278432
164,Pacific Loon,2,Stinson Beach,US-CA,20 Jan 2018,L591433,S42100332
165,Common Loon,10,Chicken Ranch Beach,US-CA,04 Feb 2018,L1980992,S42506176
166,Black-footed Albatross,4,"(37.6738,-123.0204)",US-CA,14 Jul 2018,L7713084,S47212980
167,Ashy Storm-Petrel,2,"(36.5819,-122.3359)",US-CA,07 Sep 2019,L9888764,S59598450
168,Northern Fulmar,2,MacKerricher SP- Please use more precise location,US-CA,15 Apr 2018,L589099,S44600569
169,Tahiti Petrel,4,"South Pacific Ocean (-17.3000,-149.6420) boat trip moorea to titiaroa",PF-WI,25 Oct 2019,L10082040,S60997878
170,Pink-footed Shearwater,1,"(37.5691,-122.8111)",US-CA,14 Jul 2018,L7713065,S47212991
171,Buller's Shearwater,1,Monterey Harbor,US-CA,29 Sep 2018,L351481,S48840780
172,Sooty Shearwater,100,"Asilomar SB--rocky shore only [Jewell to Asilomar, west of Sunset]",US-CA,29 Apr 2018,L833754,S45152178
173,Manx Shearwater,1,Monterey Bay pelagic--inshore Monterey Harbor to Pt. Pinos (MTY Co.),US-CA,07 Sep 2019,L618528,S59598441
174,Yelkouan Shearwater,4,Cape Sounio,GR-I,06 Aug 2018,L4019377,S47693443
175,Wood Stork,1,"1 Surfsong Rd, Kiawah Island US-SC (32.6068,-80.0697)",US-SC,31 Dec 2017,L6629293,S41462678
176,Lesser Frigatebird,1,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
177,Great Frigatebird,4,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
178,Brown Booby,5,"(-17.4852,-149.8232)",PF-WI,24 Sep 2019,L9954587,S60091400
179,Red-footed Booby,1,"(-17.4852,-149.8232)",PF-WI,24 Sep 2019,L9954587,S60091400
180,Anhinga,14,"1 Surfsong Rd, Kiawah Island US-SC (32.6068,-80.0697)",US-SC,31 Dec 2017,L6629293,S41462678
181,Brandt's Cormorant,19,Natural Bridges SB,US-CA,27 Jan 2018,L200588,S42278432
182,Pelagic Cormorant,1,Berkeley Aquatic Park,US-CA,19 Jan 2018,L597003,S42072716
183,Great Cormorant,3,Hammonasset Beach SP,US-CT,13 Jan 2018,L298379,S41862601
184,European Shag,2,"Dimokratias 269, Agios Dimitrios GR-East Attica (37.7984,23.8783)",GR-I,06 Aug 2018,L7795277,S47693446
185,Double-crested Cormorant,3,Berkeley Marina--Hs Lordship Restaurant area,US-CA,31 Jan 2016,L3063658,S27253820
186,American White Pelican,250,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
187,Brown Pelican,50,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
188,American Bittern,2,Coyote Hills Regional Park,US-CA,17 Nov 2018,L216132,S50003389
189,Great Blue Heron,1,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
190,Gray Heron,2,"E961, Therapnes GR-Laconia (37.0112,22.4851)",GR-J,18 Aug 2019,L9806406,S59072187
191,Great Egret,3,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
192,Pacific Reef-Heron,1,"(-17.4830,-149.8428)",PF-WI,21 Sep 2019,L9944145,S59995391
193,Snowy Egret,20,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
194,Little Blue Heron,5,Willet Pond,US-SC,30 Dec 2017,L3836354,S41448652
195,Tricolored Heron,10,Willet Pond,US-SC,30 Dec 2017,L3836354,S41448652
196,Cattle Egret,70,"Harry P Schmidt Park, Gustine US-CA (37.2509,-121.0102)",US-CA,20 Apr 2018,L7251524,S44752728
197,Green Heron,1,Berkeley Aquatic Park,US-CA,19 Jan 2018,L597003,S42072716
198,Striated Heron,1,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
199,Black-crowned Night-Heron,1,"1 Surfsong Rd, Kiawah Island US-SC (32.6068,-80.0697)",US-SC,30 Dec 2017,L6629293,S41424327
200,White Ibis,13,Willet Pond,US-SC,30 Dec 2017,L3836354,S41448652
201,White-faced Ibis,4,Santa Fe Grade--Hwy 140 to Gun Club Rd.,US-CA,20 Apr 2018,L1805981,S44753721
202,California Condor,1,Pinnacles NP,US-CA,10 May 2020,L302299,S68938320
203,Black Vulture,3,East Kiawah Island,US-SC,01 Jan 2018,L596901,S41513126
204,Turkey Vulture,10,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
205,Osprey,1,"1 Surfsong Rd, Kiawah Island US-SC (32.6068,-80.0697)",US-SC,30 Dec 2017,L6629293,S41424327
206,White-tailed Kite,1,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
207,European Honey-buzzard,1,"23200, Petrina GR-Laconia (36.8411,22.4977)",GR-J,17 Aug 2019,L7820644,S59072200
208,Golden Eagle,1,Del Valle Regional Park,US-CA,02 Feb 2018,L274775,S42438173
209,Swamp Harrier,2,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
210,Northern Harrier,2,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
211,Eurasian Sparrowhawk,1,Lagonissi,GR-I,12 Aug 2019,L9786152,S58955818
212,Sharp-shinned Hawk,2,Pt. Reyes--Bear Valley Visitor Center,US-CA,06 Jan 2018,L2146849,S41690181
213,Cooper's Hawk,1,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
214,Northern Goshawk,1,Angelo Coast Range Reserve,US-CA,20 Jun 2019,L1557184,S57539740
215,Bald Eagle,1,Chattahoochee River NRA--East Palisades Unit,US-GA,26 Dec 2017,L1947998,S41325542
216,Harris's Hawk,1,Evelyn Hallman Park,US-AZ,23 Mar 2019,L190217,S54136955
217,Red-shouldered Hawk,1,Redwood Regional Park--Skyline Gate area,US-CA,20 Oct 2017,L803038,S40087357
218,Swainson's Hawk,5,"27650–27884 State Highway 140, Gustine US-CA (37.2604,-120.9856)",US-CA,20 Apr 2018,L7251629,S44753233
219,Red-tailed Hawk,2,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
220,Rough-legged Hawk,1,"(39.5791,-123.7721)",US-CA,01 Jan 2020,L10393519,S62861400
221,Ferruginous Hawk,1,Patterson Pass Rd.,US-CA,11 Feb 2018,L356724,S42672074
222,Common Buzzard,1,"(36.8804,22.4126)",GR-J,16 Aug 2019,L9799689,S59036062
223,Barn Owl,1,"2051 Oregon St, Berkeley US-CA (37.8574,-122.2689)",US-CA,28 Feb 2018,L7002143,S43277729
224,Whiskered Screech-Owl,2,Cave Creek Canyon--Southwestern Research Station,US-AZ,21 Mar 2019,L129102,S54091422
225,Western Screech-Owl,2,Henry Coe SP--NW Region (HQ and trails access) (SCL Co.),US-CA,04 May 2018,L279577,S45389916
226,Great Horned Owl,1,Pt. Reyes--Bear Valley Visitor Center,US-CA,06 Jan 2018,L2146849,S41690181
227,Snowy Owl,1,Milford Pt. (CT Audubon),US-CT,29 Mar 2018,L109216,S44055100
228,Northern Pygmy-Owl,1,Angelo Coast Range Reserve,US-CA,19 May 2018,L1557184,S45834674
229,Elf Owl,1,Joshua Tree NP--Cottonwood Campground,US-CA,24 Mar 2019,L2071413,S54226442
230,Burrowing Owl,1,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
231,Barred Owl,1,Angelo Coast Range Reserve,US-CA,18 Jul 2018,L1557184,S47287289
232,Short-eared Owl,2,Hayward Regional Shoreline,US-CA,19 Feb 2020,L225431,S64771967
233,Northern Saw-whet Owl,3,Redwood Regional Park--Redwood Gate bridge,US-CA,05 Feb 2020,L1512833,S64169620
234,Common Kingfisher,2,"GR-Laconia-Lakonikos Kolpos (36.6672,22.5075)",GR-J,13 Aug 2018,L7819459,S47831024
235,Society Kingfisher,3,Moorea - Opunohu Valley,PF-WI,25 Sep 2019,L2413948,S60119775
236,Belted Kingfisher,1,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
237,Williamson's Sapsucker,1,June Lake,US-CA,17 Aug 2018,L436465,S47912777
238,Yellow-bellied Sapsucker,2,"4956 Carol Ln NW, Sandy Springs US-GA (33.8908,-84.4066)",US-GA,27 Dec 2017,L6614457,S41350072
239,Red-naped Sapsucker,2,Spring Mountains NRA--Kyle Canyon,US-NV,08 Oct 2018,L584804,S49044586
240,Red-breasted Sapsucker,1,Del Valle Regional Park,US-CA,02 Feb 2018,L274775,S42438173
241,Lewis's Woodpecker,1,Del Puerto Canyon Rd. (SCL Co.),US-CA,20 Feb 2018,L391320,S43060898
242,Red-headed Woodpecker,1,Chattahoochee River NRA--East Palisades Unit,US-GA,26 Dec 2017,L1947998,S41325542
243,Acorn Woodpecker,5,Redwood Regional Park--Skyline Gate area,US-CA,20 Oct 2017,L803038,S40087357
244,Gila Woodpecker,1,Brown Canyon Ranch (opened 2011),US-AZ,19 Mar 2019,L1546530,S54014844
245,Red-bellied Woodpecker,5,Chattahoochee River NRA--East Palisades Unit,US-GA,26 Dec 2017,L1947998,S41325542
246,Downy Woodpecker,1,"US-CA-Berkeley-University of California, Berkeley - 37.8705x-122.2625",US-CA,19 Nov 2015,L4015861,S25910845
247,Nuttall's Woodpecker,1,Redwood Regional Park--Skyline Gate area,US-CA,20 Oct 2017,L803038,S40087357
248,Ladder-backed Woodpecker,1,San Pedro RNCA--San Pedro House and trails,US-AZ,19 Mar 2019,L129080,S54020237
